card_id,playerClass,type,name,set,text,mana cost,attack,health,rarity,collectible,flavor,sentiment
CFM_759,PALADIN,MINION,Meanstreet Marshal,GANGS,"<b>Deathrattle:</b> If this minion has 2 or more Attack, draw a card.",1,1,2,EPIC,TRUE,"Remember, submit your bribes directly to the Marshal - it's the law!",very positive
GVG_036,SHAMAN,WEAPON,Powermace,GVG,<b>Deathrattle:</b> Give a random friendly Mech +2/+2.,3,3,0,RARE,TRUE,"People assume that shamans control the elements, but really, they have to ask them stuff and the elements are like, ""Yeah ok, sure.""",neutral
CS2_033,MAGE,MINION,Water Elemental,CORE,<b>Freeze</b> any character damaged by this minion.,4,3,6,COMMON,TRUE,Don't summon a water elemental at a party.  It'll dampen the mood.,neutral
BRM_010,DRUID,MINION,Druid of the Flame,BRM,<b>Choose One -</b> Transform into a 5/2 minion; or a 2/5 minion.,3,2,2,COMMON,TRUE,Druids who fought too long in Northrend were easily seduced by Ragnaros; a mug of hot chocolate was generally all it took.,positive
AT_063t,HUNTER,MINION,Dreadscale,TGT,"At the end of your turn, deal 1 damage to all other minions.",3,4,2,LEGENDARY,TRUE,Let's be clear about this:  ACIDMAW is the sidekick.,positive
EX1_533,HUNTER,SPELL,Misdirection,EXPERT1,"<b>Secret:</b> When an enemy attacks your hero, instead it attacks another random character.",2,0,0,RARE,TRUE,Sometimes it's as simple as putting on a fake mustache and pointing at someone else.,neutral
FP1_025,SHAMAN,SPELL,Reincarnate,NAXX,"Destroy a minion, then return it to life with full Health.",2,0,0,COMMON,TRUE,"It's like birth, except you're an adult and you were just dead a second ago.",neutral
CS2_032,MAGE,SPELL,Flamestrike,CORE,Deal $4 damage to all enemy minions.,7,0,0,COMMON,TRUE,"When the ground is on fire, you should <i>not</i> stop, drop, and roll.",very negative
EX1_080,NEUTRAL,MINION,Secretkeeper,EXPERT1,"Whenever a <b>Secret</b> is played, gain +1/+1.",1,1,2,RARE,TRUE,She promises not to tell anyone about that thing you did last night with that one person.,very negative
CS2_188,NEUTRAL,MINION,Abusive Sergeant,EXPERT1,<b>Battlecry:</b> Give a minion +2 Attack this turn.,1,1,1,COMMON,TRUE,"ADD ME TO YOUR DECK, MAGGOT!",very positive
CS2_038,SHAMAN,SPELL,Ancestral Spirit,EXPERT1,"Give a minion ""<b>Deathrattle:</b> Resummon this minion.""",2,0,0,RARE,TRUE,It was just a flesh wound.,very negative
CFM_691,ROGUE,MINION,Jade Swarmer,GANGS,"<b>Stealth</b>
<b>Deathrattle:</b> Summon a{1} {0} <b>Jade Golem</b>.",2,1,1,COMMON,TRUE,"He's so good at swarming, he can swarm all by himself!",very positive
EX1_105,NEUTRAL,MINION,Mountain Giant,EXPERT1,Costs (1) less for each other card in your hand.,12,8,8,EPIC,TRUE,His mother said that he was just big boned.,negative
CFM_065,MAGE,SPELL,Volcanic Potion,GANGS,Deal $2 damage to all minions.,3,0,0,RARE,TRUE,The secret ingredient in Kazakus's award-winning chili recipe.,very positive
EX1_594,MAGE,SPELL,Vaporize,EXPERT1,"<b>Secret:</b> When a minion attacks your hero, destroy it.",3,0,0,RARE,TRUE,Rumor has it that Deathwing brought about the Cataclysm after losing a game to this card.  We may never know the truth.,very negative
GVG_074,NEUTRAL,MINION,Kezan Mystic,GVG,<b>Battlecry:</b> Take control of a random enemy <b>Secret</b>.,4,4,3,RARE,TRUE,"They pretend to be wise and enlightened, but they mostly just hate to be left out of a secret.",neutral
EX1_371,PALADIN,SPELL,Hand of Protection,CORE,Give a minion <b>Divine Shield</b>.,1,0,0,FREE,TRUE,"This spell has been renamed so many times, even paladins dont know what it should be called anymore.",very negative
OG_044,DRUID,MINION,Fandral Staghelm,OG,Your <b>Choose One</b> cards have both effects combined.,4,3,5,LEGENDARY,TRUE,"Always manages to mention ""Back when I was creating the World Tree"" in EVERY conversation. Sheesh! Enough already.",very positive
EX1_613,ROGUE,MINION,Edwin VanCleef,EXPERT1,<b>Combo:</b> Gain +2/+2 for each card played earlier this turn.,3,2,2,LEGENDARY,TRUE,"He led the Stonemasons in the reconstruction of Stormwind, and when the nobles refused to pay, he founded the Defias Brotherhood to, well, <i>deconstruct</i> Stormwind.",positive
GVG_034,DRUID,MINION,Mech-Bear-Cat,GVG,"Whenever this minion takes damage, add a <b>Spare Part</b> card to your hand.",6,7,6,RARE,TRUE,Crushes buildings with his BEAR hands.,very positive
EX1_062,NEUTRAL,MINION,Old Murk-Eye,REWARD,<b>Charge</b>. Has +1 Attack for each other Murloc on the battlefield.,4,2,4,LEGENDARY,TRUE,"He's a legend among murlocs.  ""Mrghllghghllghg!"", they say.",very positive
OG_120,MAGE,MINION,Anomalus,OG,<b>Deathrattle:</b> Deal 8 damage to all minions.,8,8,6,LEGENDARY,TRUE,"That's short for ""Anomnomnomnomalus"".",neutral
CFM_608,WARLOCK,SPELL,Blastcrystal Potion,GANGS,Destroy a minion and one of your Mana Crystals.,4,0,0,COMMON,TRUE,"There's a fine line between ""potion"" and ""grenade"". Wait. Actually, there's not.",negative
BRM_009,DRUID,MINION,Volcanic Lumberer,BRM,"<b>Taunt</b>
Costs (1) less for each minion that died this turn.",9,7,8,RARE,TRUE,"The roots, the roots, the roots is on fire!",very positive
AT_049,SHAMAN,MINION,Thunder Bluff Valiant,TGT,<b>Inspire:</b> Give your Totems +2 Attack.,5,3,6,RARE,TRUE,"Allowing totems to attack is not cheating.  I mean, there isn't anything in the rule books about it.",neutral
CS2_025,MAGE,SPELL,Arcane Explosion,CORE,Deal $1 damage to all enemy minions.,2,0,0,FREE,TRUE,This spell is much better than Arcane Implosion.,very positive
AT_071,WARRIOR,MINION,Alexstrasza's Champion,TGT,"<b>Battlecry:</b> If you're holding a Dragon, gain +1 Attack and <b>Charge</b>.",2,2,3,RARE,TRUE,"""Put more spikes on her.  No, more spikes.  What part of 'more spikes' do you not understand?  MORE SPIKES!"" - Alexstrasza",negative
AT_073,PALADIN,SPELL,Competitive Spirit,TGT,"<b>Secret:</b> When your turn starts, give your minions +1/+1.",1,0,0,RARE,TRUE,Competition can be an inspiration to improve oneself.  Or kill all the competitors.,very positive
EX1_616,NEUTRAL,MINION,Mana Wraith,EXPERT1,ALL minions cost (1) more.,2,2,2,RARE,TRUE,"They come out at night to eat leftover mana crystals. ""Mmmmmm,"" they say.",positive
EX1_259,SHAMAN,SPELL,Lightning Storm,EXPERT1,Deal $2-$3 damage to all enemy minions. <b>Overload:</b> (2),3,0,0,RARE,TRUE,"An umbrella won't be effective, I'm afraid.",very negative
LOE_047,NEUTRAL,MINION,Tomb Spider,LOE,<b>Battlecry: Discover</b> a Beast.,4,3,3,COMMON,TRUE,"Less serious than its cousin, the Grave Spider.",negative
EX1_400,WARRIOR,SPELL,Whirlwind,CORE,Deal $1 damage to ALL minions.,1,0,0,COMMON,TRUE,"The way to tell seasoned warriors from novice ones: the novices yell ""wheeeee"" while whirlwinding.",positive
KAR_069,ROGUE,MINION,Swashburglar,KARA,<b>Battlecry:</b> Add a random class card to your hand <i>(from your opponent's class).</i>,1,1,1,COMMON,TRUE,"Was almost named ""Swashb-AAAARRHHH-gler""",very negative
EX1_609,HUNTER,SPELL,Snipe,EXPERT1,"<b>Secret:</b> After your opponent plays a minion, deal $4 damage to it.",2,0,0,COMMON,TRUE,A great sniper hits the spot.  Just like a delicious flank of boar. Mmmmm.,very positive
EX1_016,NEUTRAL,MINION,Sylvanas Windrunner,EXPERT1,"<b>Deathrattle:</b> Take
control of a random
enemy minion.",6,5,5,LEGENDARY,TRUE,"Sylvanas was turned into the Banshee Queen by Arthas, but he probably should have just killed her because it just pissed her off.",neutral
CS2_117,NEUTRAL,MINION,Earthen Ring Farseer,EXPERT1,<b>Battlecry:</b> Restore 3 Health.,3,3,3,COMMON,TRUE,"He can see really far, and he doesn't use a telescope like those filthy pirates.",neutral
EX1_565,SHAMAN,MINION,Flametongue Totem,CORE,Adjacent minions have +2 Attack.,2,0,3,COMMON,TRUE,Totemsmiths like to use the rarest woods for their totems.  There are even rumors of totems made of Ironbark Protectors.,positive
EX1_603,WARRIOR,MINION,Cruel Taskmaster,EXPERT1,<b>Battlecry:</b> Deal 1 damage to a minion and give it +2 Attack.,2,2,2,COMMON,TRUE,"""I'm going to need you to come in on Sunday."" - Cruel Taskmaster",very negative
GVG_017,HUNTER,SPELL,Call Pet,GVG,"Draw a card.
If it's a Beast, it costs (4) less.",2,0,0,RARE,TRUE,Real hunters tame hungry crabs.,very positive
EX1_382,PALADIN,MINION,Aldor Peacekeeper,EXPERT1,<b>Battlecry:</b> Change an enemy minion's Attack to 1.,3,3,3,RARE,TRUE,The Aldor hate two things: the Scryers and smooth jazz.,very negative
EX1_581,ROGUE,SPELL,Sap,CORE,Return an enemy minion to your opponent's hand.,2,0,0,FREE,TRUE,Rogues love sappy movies.,very positive
AT_013,PRIEST,SPELL,Power Word: Glory,TGT,"Choose a minion. Whenever it attacks, restore 4 Health to
your hero.",1,0,0,COMMON,TRUE,The promise of glory is a powerful tool to get minions to do your bidding.  Only slightly less powerful than the promise of an ice cream bar!,positive
EX1_287,MAGE,SPELL,Counterspell,EXPERT1,"<b>Secret:</b> When your opponent casts a spell, <b>Counter</b> it.",3,0,0,RARE,TRUE,What's the difference between a mage playing with Counterspell and a mage who isn't?  The mage who isn't is getting Pyroblasted in the face.,negative
CFM_623,MAGE,SPELL,Greater Arcane Missiles,GANGS,Shoot three missiles at random enemies that deal $3 damage each.,7,0,0,EPIC,TRUE,"Wow, and I thought Arcane Missiles was great!",very positive
AT_116,PRIEST,MINION,Wyrmrest Agent,TGT,"<b>Battlecry:</b> If you're holding a Dragon, gain +1 Attack and <b>Taunt</b>.",2,1,4,RARE,TRUE,Keeping tabs on the Grand Tournament is priority #1 for the five mighty Dragonflights!,very positive
EX1_393,NEUTRAL,MINION,Amani Berserker,EXPERT1,<b>Enrage:</b> +3 Attack,2,2,3,COMMON,TRUE,"If an Amani berserker asks ""Joo lookin' at me?!"", the correct response is ""Nah, mon"".",very negative
EX1_570,DRUID,SPELL,Bite,EXPERT1,Give your hero +4 Attack this turn and 4 Armor.,4,0,0,RARE,TRUE,Chew your food!,very positive
CS2_046,SHAMAN,SPELL,Bloodlust,CORE,Give your minions +3 Attack this turn.,5,0,0,COMMON,TRUE,blaarghghLLGHRHARAAHAHHH!!,very negative
NEW1_041,NEUTRAL,MINION,Stampeding Kodo,EXPERT1,<b>Battlecry:</b> Destroy a random enemy minion with 2 or less Attack.,5,3,5,RARE,TRUE,This Kodo is so big that he can stampede by <i>himself</i>.,very negative
CFM_815,PALADIN,MINION,Wickerflame Burnbristle,GANGS,"[x]<b>Divine Shield</b>. <b>Taunt</b>.
Damage dealt by this minion
also heals your hero.",3,2,2,LEGENDARY,TRUE,"Wickerflame spent years as a recruit for the Goons, never making the big-time because he always fired his chest-cannon too slowly.  ""Hey,"" he thought, ""maybe if I keep my beard lit on fire, I can do this faster.""  BOOM, promoted.",very positive
GVG_095,NEUTRAL,MINION,Goblin Sapper,GVG,Has +4 Attack while your opponent has 6 or more cards in hand.,3,2,4,RARE,TRUE,"Hes not such a binge exploder anymore. These days, he only explodes socially.",very negative
GVG_050,WARRIOR,SPELL,Bouncing Blade,GVG,Deal $1 damage to a random minion. Repeat until a minion dies.,3,0,0,EPIC,TRUE,Only goblins would think this was a good idea. Even they are starting to have their doubts.,positive
EX1_316,WARLOCK,SPELL,Power Overwhelming,EXPERT1,"Give a friendly minion +4/+4 until end of turn. Then, it dies. Horribly.",1,0,0,COMMON,TRUE,We cannot even describe how horrible the death is.  It's CRAZY bad!  Maybe worse than that.  Just don't do it.,very negative
OG_300,NEUTRAL,MINION,The Boogeymonster,OG,"Whenever this attacks and kills a minion, gain +2/+2.",8,6,7,LEGENDARY,TRUE,"Has 20 years of training in classical ballet, but ALLLLLL he ever gets asked to do is boogie.",positive
EX1_593,NEUTRAL,MINION,Nightblade,CORE,<b>Battlecry: </b>Deal 3 damage to the enemy hero.,5,4,4,FREE,TRUE,"Your face is the place you'd probably least like a dagger, and where rogues are most likely to deliver them.",positive
GVG_056,WARRIOR,MINION,Iron Juggernaut,GVG,"<b>Battlecry:</b> Shuffle a Mine into your opponent's deck. When drawn, it explodes for 10 damage.",6,6,5,LEGENDARY,TRUE,"The Iron Juggernaut guards Orgrimmar and has just earned the ""Employee of the Month"" award!",very positive
AT_035,ROGUE,SPELL,Beneath the Grounds,TGT,"Shuffle 3 Ambushes into your opponent's deck. When drawn, you summon a 4/4 Nerubian.",3,0,0,EPIC,TRUE,Can you hold these eggs for just a second?  I promise they're not full of giant enraged undead spider things.,very negative
CFM_630,ROGUE,SPELL,Counterfeit Coin,GANGS,Gain 1 Mana Crystal this turn only.,0,0,0,RARE,TRUE,There is something funny about this coin can't quite put my finger on it,neutral
EX1_246,SHAMAN,SPELL,Hex,CORE,Transform a minion into a 0/1 Frog with <b>Taunt</b>.,3,0,0,FREE,TRUE,"If you Hex a Murloc... it really isn't much of a change, is it?",negative
EX1_582,NEUTRAL,MINION,Dalaran Mage,CORE,<b>Spell Damage +1</b>,3,1,4,COMMON,TRUE,You don't see a lot of Dalaran warriors.,neutral
AT_003,MAGE,MINION,Fallen Hero,TGT,Your Hero Power deals 1 extra damage.,2,3,2,RARE,TRUE,And he can't get up.,negative
CFM_666,NEUTRAL,MINION,Grook Fu Master,GANGS,<b>Windfury</b>,5,3,5,COMMON,TRUE,"Grook Fu, the ancient Hozen art of bashing heads with a stick.",very positive
EX1_066,NEUTRAL,MINION,Acidic Swamp Ooze,CORE,<b>Battlecry:</b> Destroy your opponent's weapon.,2,3,2,COMMON,TRUE,Oozes love Flamenco.  Don't ask.,very positive
AT_097,NEUTRAL,MINION,Tournament Attendee,TGT,<b>Taunt</b>,1,2,1,COMMON,TRUE,He was so excited to get season tickets to this year's Grand Tournament.  He normally doesn't get them at first and has to buy them from Ogre scalpers.,negative
KAR_036,NEUTRAL,MINION,Arcane Anomaly,KARA,"Whenever you cast a spell, give this minion
+1 Health.",1,2,1,COMMON,TRUE,"He used to get work as a Spatial Anomaly, but he got tired of having his polarity reversed.",negative
NEW1_024,NEUTRAL,MINION,Captain Greenskin,EXPERT1,<b>Battlecry:</b> Give your weapon +1/+1.,5,5,4,LEGENDARY,TRUE,He was <i>this close</i> to piloting a massive juggernaut into Stormwind Harbor. If it weren't for those pesky kids!,positive
OG_096,PRIEST,MINION,Twilight Darkmender,OG,"<b>Battlecry:</b> If your C'Thun  has at least 10 Attack, restore 10 Health to your hero.",5,6,5,RARE,TRUE,"First she separates them from the lights, washes them in cold water, and hang-dries.",neutral
LOE_053,NEUTRAL,MINION,Djinni of Zephyrs,LOE,"After you cast a spell on another friendly minion, cast a copy of it on this one.",5,4,6,EPIC,TRUE,"If you want your wish granted, don't rub him the wrong way.",very negative
AT_125,NEUTRAL,MINION,Icehowl,TGT,"<b>Charge</b>
Can't attack heroes.",9,10,10,LEGENDARY,TRUE,This massive yeti just closes his eyes and charges at the nearest target.  The nearest Target is a couple blocks away and has sick deals on skateboards.,very negative
EX1_564,NEUTRAL,MINION,Faceless Manipulator,EXPERT1,<b>Battlecry:</b> Choose a minion and become a copy of it.,5,3,3,EPIC,TRUE,"The Faceless Ones are servants of Yogg-Saron, and they feed on fear. Right now they are feeding on your fear of accidentally disenchanting all your good cards.",very positive
GVG_041,DRUID,SPELL,Dark Wispers,GVG,<b>Choose One -</b> Summon 5 Wisps; or Give a minion +5/+5 and <b>Taunt</b>.,6,0,0,EPIC,TRUE,Don't worry; we fired the person who named this card.,very negative
CFM_750,WARLOCK,MINION,Krul the Unshackled,GANGS,"[x]<b>Battlecry:</b> If your deck has
no duplicates, summon all
 Demons from your hand. ",9,7,9,LEGENDARY,TRUE,"Spicklefizz pondered his life choices as he looked at the chain around his neck. ""Become a warlock,"" they said. ""You get to enslave demons,"" they said.",positive
EX1_622,PRIEST,SPELL,Shadow Word: Death,CORE,Destroy a minion with 5 or more Attack.,3,0,0,COMMON,TRUE,"If you miss, it leaves a lightning-bolt-shaped scar on your target.",neutral
EX1_577,NEUTRAL,MINION,The Beast,EXPERT1,<b>Deathrattle:</b> Summon a 3/3 Finkle Einhorn for your opponent.,6,9,7,LEGENDARY,TRUE,He lives in Blackrock Mountain.  He eats Gnomes.  That's pretty much it.,neutral
KAR_097,NEUTRAL,MINION,"Medivh, the Guardian",KARA,"<b>Battlecry:</b> Equip Atiesh, Greatstaff of the Guardian.",8,7,7,LEGENDARY,TRUE,"If you think the party's great now, just wait 'til he invites the orcs over!",neutral
CFM_690,ROGUE,SPELL,Jade Shuriken,GANGS,"Deal $2 damage.
<b>Combo:</b> Summon a{1} {0} <b>Jade Golem</b>.",2,0,0,COMMON,TRUE,"Good news is, after you remove it from your wound, you can use it to pay your medical bills!",positive
GVG_104,NEUTRAL,MINION,Hobgoblin,GVG,"Whenever you play a 1-Attack minion, give it +2/+2.",3,2,3,EPIC,TRUE,Hobgoblins are meeting next week to discuss union benefits.  First on the list: dental plan.,positive
OG_321,NEUTRAL,MINION,Crazed Worshipper,OG,"<b>Taunt.</b> Whenever this minion takes damage, give your C'Thun +1/+1 <i>(wherever it is).</i>",5,3,6,EPIC,TRUE,Every month they share a pancake breakfast with the Perfectly Rational Worshippers.,very positive
EX1_302,WARLOCK,SPELL,Mortal Coil,CORE,"Deal $1 damage to a minion. If that kills it, draw a card.",1,0,0,COMMON,TRUE,"If your spells look like horrifying skulls, let's be honest, you should get to draw some cards.",neutral
CFM_699,WARLOCK,MINION,Seadevil Stinger,GANGS,"[x]<b>Battlecry:</b> The next Murloc
you play this turn costs
 Health instead of Mana.",4,4,2,RARE,TRUE,Pretty harmless unless you're a Seadevil.,negative
OG_295,NEUTRAL,MINION,Cult Apothecary,OG,"<b>Battlecry:</b> For each enemy minion, restore 2 Health to your hero.",5,4,4,COMMON,TRUE,Cults need pharmacists too.,very positive
BRM_002,MAGE,MINION,Flamewaker,BRM,"After you cast a spell, deal 2 damage randomly split among all enemies.",3,2,4,RARE,TRUE,"Flamewakers HATE being confused for Flamewalkers. They just wake up fire, they dont walk on it. Walking on fire is CRAZY.",very negative
FP1_008,NEUTRAL,MINION,Spectral Knight,NAXX,Can't be targeted by spells or Hero Powers.,5,4,6,COMMON,TRUE,What do Faerie Dragons and Spectral Knights have in common?  They both love pasta!,very positive
EX1_169,DRUID,SPELL,Innervate,CORE,Gain 2 Mana Crystals this turn only.,0,0,0,FREE,TRUE,"Some druids still have flashbacks from strangers yelling ""Innervate me!!"" at them.",neutral
KAR_030a,NEUTRAL,MINION,Pantry Spider,KARA,"<b>Battlecry:</b> Summon a
1/3 Spider.",3,1,3,COMMON,TRUE,"You have to admit, they make a cute couple.",positive
KAR_075,DRUID,SPELL,Moonglade Portal,KARA,"Restore #6 Health. Summon a random
6-Cost minion.",6,0,0,RARE,TRUE,Ain't no party like a Moonglade party cause a Moonglade party got bears.,very negative
LOE_116,WARLOCK,MINION,Reliquary Seeker,LOE,"<b>Battlecry:</b> If you have 6 other minions, gain +4/+4.",1,1,1,RARE,TRUE,The Reliquary considers itself the equal of the League of Explorers.  The League of Explorers doesn't.,neutral
AT_014,PRIEST,MINION,Shadowfiend,TGT,"Whenever you draw a card, reduce its Cost by (1).",3,3,3,EPIC,TRUE,"Hopes to be promoted to ""Shadowfriend"" someday.",positive
OG_281,NEUTRAL,MINION,Beckoner of Evil,OG,<b>Battlecry:</b> Give your C'Thun +2/+2 <i>(wherever it is).</i>,2,2,3,COMMON,TRUE,"Here, Evil!  C'mon boy!",very positive
OG_034,NEUTRAL,MINION,Silithid Swarmer,OG,Can only attack if your hero attacked this turn.,3,3,5,RARE,TRUE,"If your hero doesn't attack, it's just ""Silithid Loner"".",very negative
EX1_155,DRUID,SPELL,Mark of Nature,EXPERT1,<b>Choose One -</b> Give a minion +4 Attack; or +4 Health and <b>Taunt</b>.,3,0,0,COMMON,TRUE,"Druids call it the ""Mark of Nature.""  Everyone else calls it ""needing a bath.""",neutral
GVG_038,SHAMAN,SPELL,Crackle,GVG,Deal $3-$6 damage. <b>Overload:</b> (1),2,0,0,COMMON,TRUE,Snap! This card! Pop!,very negative
GVG_043,HUNTER,WEAPON,Glaivezooka,GVG,<b>Battlecry:</b> Give a random friendly minion +1 Attack.,2,2,0,COMMON,TRUE,For the times when a regular bazooka just isn't enough.,neutral
CS2_088,PALADIN,MINION,Guardian of Kings,CORE,<b>Battlecry:</b> Restore 6 Health to your hero.,7,5,6,COMMON,TRUE,Holy beings from the beyond are so cliché!,very negative
GVG_077,WARLOCK,MINION,Anima Golem,GVG,"At the end of each turn, destroy this minion if it's your only one.",6,9,9,EPIC,TRUE,The Dark Animus is evil and mysterious and huge and unable to write sentences that utilize proper grammar.,very negative
GVG_117,NEUTRAL,MINION,Gazlowe,GVG,"Whenever you cast a 1-mana spell, add a random Mech to your hand.",6,3,6,LEGENDARY,TRUE,"Gazlowe was voted ""Most Likely to Explode"" in high school.",very negative
EX1_046,NEUTRAL,MINION,Dark Iron Dwarf,EXPERT1,<b>Battlecry:</b> Give a minion +2 Attack this turn.,4,4,4,COMMON,TRUE,"Guardians of Dark Iron Ore.  Perhaps the most annoying ore, given where you have to forge it.",negative
KAR_204,PRIEST,MINION,Onyx Bishop,KARA,<b>Battlecry:</b> Summon a friendly minion that died this game.,5,3,4,RARE,TRUE,"B4 is a nice place to visit, but he wouldn't want to live there.",neutral
GVG_019,WARLOCK,SPELL,Demonheart,GVG,"Deal $5 damage to a minion.  If it's a friendly Demon, give it +5/+5 instead.",5,0,0,EPIC,TRUE,Virtually every member of the pro demon lobby is a warlock. Weird.,very negative
KAR_025,WARLOCK,SPELL,Kara Kazham!,KARA,"Summon a 1/1 Candle, 2/2 Broom, and 3/3 Teapot.",5,0,0,COMMON,TRUE,This is what happens when you tell Khadgar to set the table.,very positive
CFM_025,NEUTRAL,MINION,Wind-up Burglebot,GANGS,"Whenever this attacks a minion and survives, draw a card.",6,5,5,EPIC,TRUE,Don't blame the bot for his crimes...  Blame whoever keeps winding him up!,very negative
CFM_120,NEUTRAL,MINION,Mistress of Mixtures,GANGS,<b>Deathrattle:</b> Restore 4 Health to both players.,1,2,2,COMMON,TRUE,Her favorite mixture is cola and lime.,very positive
OG_249,NEUTRAL,MINION,Infested Tauren,OG,"<b>Taunt</b>
<b>Deathrattle:</b> Summon a 2/2 Slime.",4,2,3,COMMON,TRUE,The Overmind and the Old Gods are surprisingly similar.,neutral
GVG_122,MAGE,MINION,Wee Spellstopper,GVG,Adjacent minions can't be targeted by spells or Hero Powers.,4,2,5,EPIC,TRUE,Bane of spellcasters and spelling bees everywhere.,very positive
GVG_092,NEUTRAL,MINION,Gnomish Experimenter,GVG,"<b>Battlecry:</b> Draw a card. If it's a minion, transform it into a Chicken.",3,3,2,RARE,TRUE,He's legitimately surprised every time he turns himself into a chicken.,very positive
KAR_044,NEUTRAL,MINION,Moroes,KARA,"<b>Stealth</b>
At the end of your turn, summon a 1/1 Steward.",3,1,1,LEGENDARY,TRUE,"Moroes runs an army of stewards, but still ends up inflating the balloons himself.",negative
BRM_020,NEUTRAL,MINION,Dragonkin Sorcerer,BRM,"Whenever <b>you</b> target this minion with a spell, gain +1/+1.",4,3,5,COMMON,TRUE,"Dragonkin Sorcerers be all ""I'm a wizard"" and everyone else be all ""daaaaang"".",very negative
OG_156,NEUTRAL,MINION,Bilefin Tidehunter,OG,<b>Battlecry:</b> Summon a 1/1 Ooze with <b>Taunt</b>.,2,2,1,COMMON,TRUE,Bile actually makes for surprisingly sturdy fins.,very positive
EX1_102,NEUTRAL,MINION,Demolisher,EXPERT1,"At the start of your turn, deal 2 damage to a random enemy.",3,1,4,RARE,TRUE,"Laying siege isn't fun for anyone.  It's not even all that effective, now that everyone has a flying mount.",negative
EX1_043,NEUTRAL,MINION,Twilight Drake,EXPERT1,<b>Battlecry:</b> Gain +1 Health for each card in your hand.,4,4,1,RARE,TRUE,Twilight drakes feed on Mystical Energy.  And Tacos.,very positive
EX1_096,NEUTRAL,MINION,Loot Hoarder,EXPERT1,<b>Deathrattle:</b> Draw a card.,2,2,1,COMMON,TRUE,Always roll need.,very positive
OG_072,ROGUE,SPELL,Journey Below,OG,<b>Discover</b> a <b>Deathrattle</b> card.,1,0,0,RARE,TRUE,Don't stop believing there's something below.,negative
EX1_534,HUNTER,MINION,Savannah Highmane,EXPERT1,<b>Deathrattle:</b> Summon two 2/2 Hyenas.,6,6,5,RARE,TRUE,"In the jungle, the mighty jungle, the lion gets slowly consumed by hyenas.",positive
NEW1_011,WARRIOR,MINION,Kor'kron Elite,CORE,<b>Charge</b>,4,4,3,COMMON,TRUE,The Kor'kron are the elite forces of Garrosh Hellscream. Let's just say you don't want to run into these guys while wearing a blue tabard.,very positive
AT_022,WARLOCK,SPELL,Fist of Jaraxxus,TGT,"When you play or discard this, deal $4 damage to a random enemy.",4,0,0,RARE,TRUE,* Not actually Jaraxxus' fist.,negative
AT_018,PRIEST,MINION,Confessor Paletress,TGT,<b>Inspire:</b> Summon a random <b>Legendary</b> minion.,7,5,4,LEGENDARY,TRUE,She sees into your past and makes you face your fears.  Most common fear:  Getting Majordomo out of Sneed's Old Shredder.,positive
FP1_011,HUNTER,MINION,Webspinner,NAXX,<b>Deathrattle:</b> Add a random Beast card to your hand.,1,1,1,COMMON,TRUE,Spider cocoons are like little piñatas!,very positive
BRM_001,PALADIN,SPELL,Solemn Vigil,BRM,Draw 2 cards. Costs (1) less for each minion that died this turn.,5,0,0,COMMON,TRUE,"Each year, folk gather in front of Blackrock Mountain to mourn those who were mind-controlled into the lava.",very positive
NEW1_008,DRUID,MINION,Ancient of Lore,EXPERT1,<b>Choose One -</b> Draw a card; or Restore 5 Health.,7,5,5,EPIC,TRUE,"Go ahead, carve your initials in him.",very positive
EX1_241,SHAMAN,SPELL,Lava Burst,EXPERT1,Deal $5 damage. <b>Overload:</b> (2),3,0,0,RARE,TRUE,It's like an ocean of liquid magma in your mouth!,very negative
CS1_042,NEUTRAL,MINION,Goldshire Footman,CORE,<b>Taunt</b>,1,1,2,COMMON,TRUE,"If 1/2 minions are all that is defending Goldshire, you would think it would have been overrun years ago.",neutral
EX1_539,HUNTER,SPELL,Kill Command,CORE,"Deal $3 damage. If you control a Beast, deal
$5 damage instead.",3,0,0,COMMON,TRUE,"""Kill!"", he commanded.",very negative
EX1_010,NEUTRAL,MINION,Worgen Infiltrator,EXPERT1,<b>Stealth</b>,1,2,1,COMMON,TRUE,"If you want to stop a worgen from infiltrating, just yell, ""No! Bad boy!""",very negative
AT_006,MAGE,MINION,Dalaran Aspirant,TGT,<b>Inspire:</b> Gain <b>Spell Damage +1</b>.,4,3,5,COMMON,TRUE,Is he aspiring or inspiring?  Make up your mind!,very positive
FP1_021,WARRIOR,WEAPON,Death's Bite,NAXX,<b>Deathrattle:</b> Deal 1 damage to all minions.,4,4,0,COMMON,TRUE,"""Take a bite outta Death."" - McScruff the Deathlord",positive
EX1_596,WARLOCK,SPELL,Demonfire,EXPERT1,"Deal $2 damage to a minion. If its a friendly Demon, give it +2/+2 instead.",2,0,0,COMMON,TRUE,Demonfire is like regular fire except for IT NEVER STOPS BURNING HELLLPPP,neutral
AT_112,NEUTRAL,MINION,Master Jouster,TGT,"<b>Battlecry:</b> Reveal a minion in each deck. If yours costs more, gain <b>Taunt</b> and <b>Divine Shield</b>.",6,5,6,RARE,TRUE,Needs just a few more ratings points to become Grandmaster Jouster.,neutral
AT_076,PALADIN,MINION,Murloc Knight,TGT,<b>Inspire:</b> Summon a random Murloc.,4,3,4,COMMON,TRUE,Hee hee!  Look at his cute little feet.,very positive
